"query"	"Description"	"Preferred_name"	"GOs"	"EC"	"KEGG_ko"	"KEGG_Pathway"	"KEGG_Module"	"KEGG_Reaction"	"KEGG_rclass"	"BRITE"	"KEGG_TC"	"CAZy"	"BiGG_Reaction"	"PFAMs"
"CDS::101588_3:23042-24068(-)"	"Part of the ABC transporter complex MetNIQ involved in methionine import. Responsible for energy coupling to the transport system"	"metN1"	"-"	"-"	"ko:K02071"	"ko02010,map02010"	"M00238"	"-"	"-"	"ko00000,ko00001,ko00002,ko02000"	"3.A.1.24"	"-"	"-"	"ABC_tran,NIL"
"CDS::101588_3:33670-35155(-)"	"Proton-conducting membrane transporter"	"ndhF"	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	"1.6.5.3"	"ko:K05577"	"ko00190,ko01100,map00190,map01100"	"M00145"	"R11945"	"RC00061"	"ko00000,ko00001,ko00002,ko01000"	"-"	"-"	"-"	"Proton_antipo_M,Proton_antipo_N"
"CDS::101588_3:36742-37945(-)"	"Cobalamin synthesis protein cobW C-terminal domain"	"yciC"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"CobW_C,cobW"
"CDS::101588_3:51082-52639(-)"	"type I restriction-modification system"	"hsdM"	"-"	"2.1.1.72"	"ko:K03427"	"-"	"-"	"-"	"-"	"ko00000,ko01000,ko02048"	"-"	"-"	"-"	"HsdM_N,Methylase_S,N6_Mtase"
"CDS::101588_3:64785-65490(+)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
"CDS::101588_3:66531-68073(-)"	"Catalyzes the synthesis of GMP from XMP"	"guaA"	"GO:0003674,GO:0003824,GO:0003921,GO:0003922,GO:0006139,GO:0006163,GO:0006164,GO:0006177,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009167,GO:0009168,GO:0009259,GO:0009260,GO:0009987,GO:0016874,GO:0016879,GO:0016884,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034404,GO:0034641,GO:0034654,GO:0042278,GO:0042451,GO:0042455,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046037,GO:0046128,GO:0046129,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901068,GO:1901070,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659"	"6.3.5.2"	"ko:K01951"	"ko00230,ko00983,ko01100,map00230,map00983,map01100"	"M00050"	"R01230,R01231,R08244"	"RC00010,RC00204"	"ko00000,ko00001,ko00002,ko01000,ko01002"	"-"	"-"	"-"	"GATase,GMP_synt_C,NAD_synthase"
"CDS::101588_3:86648-86930(-)"	"Peptidase propeptide and YPEB domain"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"PepSY"
"CDS::101588_3:90751-91633(-)"	"ATPase that binds to both the 70S ribosome and the 50S ribosomal subunit in a nucleotide-independent manner"	"ychF"	"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0044424,GO:0044464"	"-"	"ko:K06942"	"-"	"-"	"-"	"-"	"ko00000,ko03009"	"-"	"-"	"-"	"MMR_HSR1,YchF-GTPase_C"
"CDS::101588_3:109731-110961(-)"	"Iron permease FTR1 family"	"ywbL"	"-"	"-"	"ko:K07243"	"-"	"-"	"-"	"-"	"ko00000,ko02000"	"2.A.108.1,2.A.108.2"	"-"	"-"	"FTR1"
"CDS::101588_3:112701-113043(-)"	"Imelysin"	"ycdO"	"GO:0000041,GO:0006810,GO:0006811,GO:0006812,GO:0006826,GO:0008150,GO:0015684,GO:0030001,GO:0051179,GO:0051234,GO:0070838,GO:0072511"	"-"	"ko:K07224"	"-"	"-"	"-"	"-"	"ko00000,ko02000"	"2.A.108.2.3"	"-"	"-"	"Peptidase_M75"
"CDS::101588_3:115751-116678(-)"	"COG2141 Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Bac_luciferase"
"CDS::101588_3:123770-125114(+)"	"Mga helix-turn-helix domain"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"HTH_11,Mga,PRD,PTS_EIIA_2,PTS_IIB"
"CDS::101588_3:126549-127572(-)"	"Male sterility protein"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"3Beta_HSD,Epimerase"
"CDS::101588_3:127549-127993(-)"	"Male sterility protein"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"3Beta_HSD,Epimerase"
"CDS::101588_3:128483-129284(-)"	"Bacterial lipoate protein ligase C-terminus"	"lplA"	"-"	"6.3.1.20"	"ko:K03800"	"ko00785,ko01100,map00785,map01100"	"-"	"R07770,R07771,R11143"	"RC00043,RC00070,RC00090,RC00992,RC02896"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"BPL_LplA_LipB,Lip_prot_lig_C"
"CDS::101588_3:129284-129617(-)"	"Bacterial lipoate protein ligase C-terminus"	"lplA"	"-"	"6.3.1.20"	"ko:K03800"	"ko00785,ko01100,map00785,map01100"	"-"	"R07770,R07771,R11143"	"RC00043,RC00070,RC00090,RC00992,RC02896"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"BPL_LplA_LipB,Lip_prot_lig_C"
"CDS::101588_3:129650-130652(-)"	"COG COG0846 NAD-dependent protein deacetylases, SIR2 family"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"SIR2"
"CDS::101588_3:144820-145939(-)"	"Na+ dependent nucleoside transporter C-terminus"	"nupC"	"-"	"-"	"ko:K11535"	"-"	"-"	"-"	"-"	"ko00000,ko02000"	"2.A.41.1"	"-"	"-"	"Gate,Nucleos_tra2_C,Nucleos_tra2_N"
"CDS::101588_3:147520-148198(-)"	"pfkB family carbohydrate kinase"	"psuK"	"-"	"2.7.1.83"	"ko:K16328"	"ko00240,map00240"	"-"	"R03315"	"RC00002,RC00017"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"HTH_24,PfkB"
"CDS::101588_3:149508-150399(-)"	"ABC transporter, ATP-binding protein"	"lolD"	"-"	"-"	"ko:K02003,ko:K09814"	"ko02010,map02010"	"M00257,M00258"	"-"	"-"	"ko00000,ko00001,ko00002,ko01000,ko02000"	"3.A.1"	"-"	"-"	"ABC_tran"
"CDS::101588_3:156286-156970(-)"	"Domain of unknown function with cystatin-like fold (DUF4467)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"DUF4467"
"CDS::101588_3:159444-159894(-)"	"Protein of unknown function, DUF600"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"DUF600"
"CDS::101588_3:160014-160701(-)"	"Protein of unknown function, DUF600"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"DUF600"
"CDS::101588_3:163014-167460(-)"	"the current gene model (or a revised gene model) may contain a frame shift"	"essC"	"-"	"-"	"ko:K03466"	"-"	"-"	"-"	"-"	"ko00000,ko03036"	"3.A.12"	"-"	"-"	"FHA,FtsK_SpoIIIE,FtsK_SpoIIIE_N"
"CDS::101588_3:168828-169071(-)"	"DNA segregation ATPase FtsK SpoIIIE and related proteins"	"essC"	"-"	"-"	"ko:K03466"	"-"	"-"	"-"	"-"	"ko00000,ko03036"	"3.A.12"	"-"	"-"	"FHA,FtsK_SpoIIIE,FtsK_SpoIIIE_N"
"CDS::101588_3:196564-198319(-)"	"Inhibits the expression or activity of extracellular murein hydrolases by interacting, possibly with LrgA, with the holin-like proteins CidA and or CidB. The LrgAB and CidAB proteins may affect the proton motive force of the membrane. May be involved in programmed cell death (PCD), possibly triggering PCD in response to antibiotics and environmental stresses"	"lrgB"	"-"	"-"	"ko:K05339"	"ko02020,map02020"	"-"	"-"	"-"	"ko00000,ko00001"	"-"	"-"	"-"	"LrgB"
"CDS::101588_3:214506-214785(-)"	"Glucose dehydrogenase C-terminus"	"gatD"	"-"	"1.1.1.14"	"ko:K00008"	"ko00040,ko00051,ko01100,map00040,map00051,map01100"	"M00014"	"R00875,R01896"	"RC00085,RC00102"	"ko00000,ko00001,ko00002,ko01000"	"-"	"-"	"-"	"ADH_N,ADH_zinc_N"
"CDS::101588_3:220840-221794(-)"	"inosine-uridine preferring nucleoside hydrolase"	"-"	"-"	"3.2.2.1"	"ko:K01239"	"ko00230,ko00760,ko01100,map00230,map00760,map01100"	"-"	"R01245,R01273,R01677,R01770,R02143"	"RC00033,RC00063,RC00122,RC00318,RC00485"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"IU_nuc_hydro"
"CDS::101588_3:252901-253942(-)"	"Major Facilitator Superfamily"	"uhpT"	"-"	"-"	"ko:K02445,ko:K07784"	"ko02020,map02020"	"-"	"-"	"-"	"ko00000,ko00001,ko02000"	"2.A.1.4.1,2.A.1.4.3"	"-"	"-"	"MFS_1"
"CDS::101588_3:276227-277106(-)"	"Subunit R is required for both nuclease and ATPase activities, but not for modification"	"hsdR"	"-"	"3.1.21.3"	"ko:K01153"	"-"	"-"	"-"	"-"	"ko00000,ko01000,ko02048"	"-"	"-"	"-"	"EcoR124_C,HSDR_N,ResIII"
"CDS::101588_3:288232-289210(+)"	"Belongs to the TPP enzyme family"	"ipdC"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N"
"CDS::101588_3:293081-293852(+)"	"Amidohydrolase"	"-"	"-"	"4.1.1.52"	"ko:K22213"	"-"	"-"	"-"	"-"	"ko00000,ko01000"	"-"	"-"	"-"	"Amidohydro_2"
"CDS::101588_3:303222-304473(-)"	"Catalyzes the first step in the D-alanylation of lipoteichoic acid (LTA), the activation of D-alanine and its transfer onto the D-alanyl carrier protein (Dcp) DltC. In an ATP- dependent two-step reaction, forms a high energy D-alanyl-AMP intermediate, followed by transfer of the D-alanyl residue as a thiol ester to the phosphopantheinyl prosthetic group of the Dcp. D-alanylation of LTA plays an important role in modulating the properties of the cell wall in Gram-positive bacteria, influencing the net charge of the cell wall"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"AMP-binding,AMP-binding_C,Condensation,PP-binding"
"CDS::101588_3:309421-310162(-)"	"Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family"	"-"	"-"	"1.17.1.9"	"ko:K00122"	"ko00630,ko00680,ko01100,ko01120,ko01200,map00630,map00680,map01100,map01120,map01200"	"-"	"R00519"	"RC02796"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"2-Hacid_dh,2-Hacid_dh_C"
"CDS::101588_3:310503-311016(-)"	"Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family"	"-"	"-"	"1.17.1.9"	"ko:K00122"	"ko00630,ko00680,ko01100,ko01120,ko01200,map00630,map00680,map01100,map01120,map01200"	"-"	"R00519"	"RC02796"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"2-Hacid_dh,2-Hacid_dh_C"
"CDS::101588_3:322156-323323(-)"	"Belongs to the UDP-glucose GDP-mannose dehydrogenase family"	"capO"	"-"	"1.1.1.336"	"ko:K02472"	"ko00520,ko05111,map00520,map05111"	"-"	"R03317"	"RC00291"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"UDPG_MGDP_dh,UDPG_MGDP_dh_C,UDPG_MGDP_dh_N"
"CDS::101588_3:326207-327317(-)"	"polysaccharide biosynthetic process"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
"CDS::101588_3:327329-328358(-)"	"O-Antigen ligase"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Wzy_C"
"CDS::101588_3:353397-354636(-)"	"Phosphorylase superfamily"	"deoD"	"-"	"2.4.2.1"	"ko:K03784"	"ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110"	"-"	"R01561,R01863,R01969,R02147,R02294,R02295,R02297,R02484,R02557,R02748,R08368,R10244"	"RC00033,RC00063,RC00122"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"PNP_UDP_1"
"CDS::101588_3:361015-362218(-)"	"Bacterial sugar transferase"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Bac_transf"
"CDS::101588_3:362217-362994(-)"	"NAD dependent epimerase dehydratase family protein"	"cps2D"	"-"	"5.1.3.2,5.1.3.25"	"ko:K01784,ko:K17947"	"ko00052,ko00520,ko00523,ko01100,ko01130,map00052,map00520,map00523,map01100,map01130"	"M00361,M00362,M00632"	"R00291,R02984,R10279"	"RC00289"	"ko00000,ko00001,ko00002,ko01000"	"-"	"-"	"iSB619.SA_RS00780"	"Epimerase,GDP_Man_Dehyd"
"CDS::101588_3:364727-366464(-)"	"ParB-like nuclease domain"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"ParBc"
"CDS::101588_3:366453-367710(-)"	"Pyridoxal-dependent decarboxylase, pyridoxal binding domain"	"-"	"-"	"4.1.1.20"	"ko:K01586"	"ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00300,map01100,map01110,map01120,map01130,map01230"	"M00016,M00525,M00526,M00527"	"R00451"	"RC00299"	"ko00000,ko00001,ko00002,ko01000"	"-"	"-"	"iSB619.SA_RS00750"	"Orn_Arg_deC_N,Orn_DAP_Arg_deC"
"CDS::101588_3:370484-371465(-)"	"IucA / IucC family"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"FhuF,IucA_IucC"
"CDS::101588_3:384943-386332(-)"	"Protein of unknown function (DUF1648)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"DUF1648"
"CDS::101588_3:390980-391967(-)"	"of the major facilitator superfamily"	"-"	"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944"	"-"	"ko:K08170"	"-"	"M00702"	"-"	"-"	"ko00000,ko00002,ko01504,ko02000"	"2.A.1.3.23,2.A.1.3.59"	"-"	"-"	"MFS_1"
"CDS::101588_3:392172-392655(-)"	"of the major facilitator superfamily"	"-"	"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944"	"-"	"ko:K08170"	"-"	"M00702"	"-"	"-"	"ko00000,ko00002,ko01504,ko02000"	"2.A.1.3.23,2.A.1.3.59"	"-"	"-"	"MFS_1"
"CDS::101588_3:392809-393541(-)"	"Metal-dependent amidase aminoacylase carboxypeptidase"	"amd"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"M20_dimer,Peptidase_M20"
"CDS::101588_4:2981-4490(-)"	"Catalyzes three successive dehydrogenation reactions that lead to the introduction of three double bonds into dehydrosqualene (4,4'-diapophytoene), with 4,4'-diapophytofluene and 4,4'-diapo-zeta-carotene as intermediates, and 4,4'- diaponeurosporene (the major deep-yellow pigment in staphylococci strains) as the end product. Those are initial steps in the biosynthesis of staphyloxanthin, an orange carotenoid present in most staphylococci strains (By similarity)"	"crtN"	"-"	"1.3.8.2,1.3.99.26,1.3.99.28,1.3.99.29,1.3.99.31"	"ko:K10027,ko:K10209"	"ko00906,ko01100,ko01110,map00906,map01100,map01110"	"-"	"R04787,R04798,R04800,R07653,R09690,R09691,R09692,R09719,R09744,R09745,R09746"	"RC01214,RC02088,RC02605,RC02625"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"Amino_oxidase"
"CDS::101588_4:6534-8028(-)"	"Catalyzes the oxidation of the terminal methyl side group of 4,4'-diaponeurosporene to form 4,4'-diaponeurosporenoate (4,4'-diaponeurosporenic acid), via the aldehyde intermediate 4,4'-diaponeurosporenal. This is an intermediate step in the biosynthesis of staphyloxanthin, an orange pigment present in most staphylococci strains"	"crtP"	"-"	"1.14.99.44"	"ko:K10210"	"ko00906,map00906"	"-"	"R07654,R09671,R09727,R09728"	"RC00254,RC02089,RC02626,RC02638"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"Amino_oxidase"
"CDS::101588_4:12297-12999(-)"	"Is able to cleave peptidoglycan"	"isaA"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"DUF348,G5,LysM,SLT,Transglycosylas"
"CDS::101588_4:17145-17523(-)"	"member of glyoxalase bleomycin resistance protein family"	"-"	"-"	"-"	"ko:K07032"	"-"	"-"	"-"	"-"	"ko00000"	"-"	"-"	"-"	"Glyoxalase"
"CDS::101588_4:22168-23059(-)"	"Cobalamin synthesis protein"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"CobW_C,cobW"
"CDS::101588_4:29984-30707(-)"	"Catalyzes the conversion of epoxyqueuosine (oQ) to queuosine (Q), which is a hypermodified base found in the wobble positions of tRNA(Asp), tRNA(Asn), tRNA(His) and tRNA(Tyr)"	"queH"	"-"	"1.17.99.6"	"ko:K09765"	"-"	"-"	"-"	"-"	"ko00000,ko01000,ko03016"	"-"	"-"	"-"	"DUF208"
"CDS::101588_4:38178-39138(-)"	"Belongs to the LDH MDH superfamily. LDH family"	"ldh"	"-"	"1.1.1.27"	"ko:K00016"	"ko00010,ko00270,ko00620,ko00640,ko01100,ko01110,ko01120,ko01130,ko04922,map00010,map00270,map00620,map00640,map01100,map01110,map01120,map01130,map04922"	"-"	"R00703,R01000,R03104"	"RC00031,RC00044"	"ko00000,ko00001,ko01000,ko04147"	"-"	"-"	"-"	"Ldh_1_C,Ldh_1_N"
"CDS::101588_4:46750-48370(-)"	"COG0365 Acyl-coenzyme A synthetases AMP-(fatty) acid ligases"	"ytcI"	"GO:0003674,GO:0003824,GO:0003996,GO:0004321,GO:0006082,GO:0006139,GO:0006163,GO:0006629,GO:0006631,GO:0006633,GO:0006637,GO:0006725,GO:0006732,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009117,GO:0009150,GO:0009259,GO:0009987,GO:0015645,GO:0016053,GO:0016405,GO:0016408,GO:0016740,GO:0016746,GO:0016747,GO:0016874,GO:0016877,GO:0016878,GO:0019637,GO:0019693,GO:0019752,GO:0032787,GO:0033865,GO:0033875,GO:0034032,GO:0034641,GO:0035383,GO:0043436,GO:0043603,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046394,GO:0046483,GO:0051186,GO:0055086,GO:0071704,GO:0072330,GO:0072521,GO:1901135,GO:1901360,GO:1901564,GO:1901576"	"6.2.1.1"	"ko:K01895"	"ko00010,ko00620,ko00640,ko00680,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00620,map00640,map00680,map00720,map01100,map01110,map01120,map01130,map01200"	"M00357"	"R00235,R00236,R00316,R00926,R01354"	"RC00004,RC00012,RC00043,RC00070,RC02746,RC02816"	"ko00000,ko00001,ko00002,ko01000,ko01004"	"-"	"-"	"-"	"AMP-binding,AMP-binding_C"
"CDS::101588_4:48542-48986(-)"	"COG0365 Acyl-coenzyme A synthetases AMP-(fatty) acid ligases"	"ytcI"	"GO:0003674,GO:0003824,GO:0003996,GO:0004321,GO:0006082,GO:0006139,GO:0006163,GO:0006629,GO:0006631,GO:0006633,GO:0006637,GO:0006725,GO:0006732,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009117,GO:0009150,GO:0009259,GO:0009987,GO:0015645,GO:0016053,GO:0016405,GO:0016408,GO:0016740,GO:0016746,GO:0016747,GO:0016874,GO:0016877,GO:0016878,GO:0019637,GO:0019693,GO:0019752,GO:0032787,GO:0033865,GO:0033875,GO:0034032,GO:0034641,GO:0035383,GO:0043436,GO:0043603,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046394,GO:0046483,GO:0051186,GO:0055086,GO:0071704,GO:0072330,GO:0072521,GO:1901135,GO:1901360,GO:1901564,GO:1901576"	"6.2.1.1"	"ko:K01895"	"ko00010,ko00620,ko00640,ko00680,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00620,map00640,map00680,map00720,map01100,map01110,map01120,map01130,map01200"	"M00357"	"R00235,R00236,R00316,R00926,R01354"	"RC00004,RC00012,RC00043,RC00070,RC02746,RC02816"	"ko00000,ko00001,ko00002,ko01000,ko01004"	"-"	"-"	"-"	"AMP-binding,AMP-binding_C"
"CDS::101588_4:49265-49478(-)"	"enzyme involved in biosynthesis of extracellular polysaccharides"	"-"	"-"	"1.14.99.57"	"ko:K21481"	"-"	"-"	"-"	"-"	"ko00000,ko01000"	"-"	"-"	"-"	"ABM"
"CDS::101588_4:51725-53216(-)"	"Belongs to the aldehyde dehydrogenase family"	"gbsA"	"-"	"1.2.1.8"	"ko:K00130"	"ko00260,ko01100,map00260,map01100"	"M00555"	"R02565,R02566"	"RC00080"	"ko00000,ko00001,ko00002,ko01000"	"-"	"-"	"-"	"Aldedh"
"CDS::101588_4:54200-55823(-)"	"Belongs to the BCCT transporter (TC 2.A.15) family"	"cudT"	"-"	"-"	"ko:K03451"	"-"	"-"	"-"	"-"	"ko00000"	"2.A.15"	"-"	"-"	"BCCT"
"CDS::101588_4:63774-64272(-)"	"Component of the sulfite reductase complex that catalyzes the 6-electron reduction of sulfite to sulfide. This is one of several activities required for the biosynthesis of L- cysteine from sulfate. The flavoprotein component catalyzes the electron flow from NADPH - FAD - FMN to the hemoprotein component"	"cysJ"	"-"	"1.8.1.2"	"ko:K00380"	"ko00920,ko01100,ko01120,map00920,map01100,map01120"	"M00176"	"R00858"	"RC00065"	"ko00000,ko00001,ko00002,ko01000"	"-"	"-"	"iYO844.BSU33440"	"FAD_binding_1,Flavodoxin_1,NAD_binding_1"
"CDS::101588_4:65705-67706(-)"	"ABC transporter (permease)"	"XK27_05700"	"-"	"-"	"ko:K02004,ko:K19084"	"ko02010,ko02020,map02010,map02020"	"M00258,M00731,M00737"	"-"	"-"	"ko00000,ko00001,ko00002,ko02000"	"3.A.1,3.A.1.134"	"-"	"-"	"FtsX"
"CDS::101588_4:72958-73720(-)"	"MarR family"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"MarR_2"
"CDS::101588_4:77969-78911(-)"	"thus playing an essential role in arginine catabolism. May also control the expression of genes encoding proteins which are involved in anaerobic metabolism. Can bind cyclic AMP"	"arcR"	"GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141"	"-"	"ko:K21828"	"-"	"-"	"-"	"-"	"ko00000,ko03000"	"-"	"-"	"-"	"HTH_Crp_2,cNMP_binding"
"CDS::101588_4:81491-82727(-)"	"Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline"	"argF"	"-"	"2.1.3.3"	"ko:K00611"	"ko00220,ko01100,ko01110,ko01130,ko01230,map00220,map01100,map01110,map01130,map01230"	"M00029,M00844"	"R01398"	"RC00096"	"ko00000,ko00001,ko00002,ko01000"	"-"	"-"	"-"	"OTCace,OTCace_N"
"CDS::101588_4:83074-83524(-)"	"Arginine"	"arcA"	"-"	"3.5.3.6"	"ko:K01478"	"ko00220,ko01100,ko01110,ko01130,map00220,map01100,map01110,map01130"	"-"	"R00552"	"RC00177"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"Amidinotransf"
"CDS::101588_4:83891-85421(-)"	"COG3227 Zinc metalloprotease (elastase)"	"mpl"	"GO:0005575,GO:0005576"	"3.4.24.28,3.4.24.29"	"ko:K01400,ko:K01401,ko:K19351"	"ko01503,ko05150,map01503,map05150"	"-"	"-"	"-"	"ko00000,ko00001,ko01000,ko01002"	"-"	"-"	"-"	"FTP,PepSY,Peptidase_M4,Peptidase_M4_C"
"CDS::101588_4:100449-101808(-)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Gram_pos_anchor"
"CDS::101588_4:109765-110977(-)"	"Accessory Sec system protein Asp1"	"asp1"	"-"	"-"	"ko:K12268"	"-"	"-"	"-"	"-"	"ko00000,ko02044"	"3.A.5.10"	"-"	"-"	"Asp1"
"CDS::101588_4:138923-139502(-)"	"Histidine biosynthesis bifunctional protein hisIE"	"hisI"	"-"	"3.5.4.19,3.6.1.31"	"ko:K01496,ko:K11755"	"ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230"	"M00026"	"R04035,R04037"	"RC00002,RC01055"	"ko00000,ko00001,ko00002,ko01000"	"-"	"-"	"iSB619.SA_RS14110,iYO844.BSU34860"	"PRA-CH,PRA-PH"
"CDS::101588_4:139498-140077(-)"	"IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisF subunit catalyzes the cyclization activity that produces IGP and AICAR from PRFAR using the ammonia provided by the HisH subunit"	"hisF"	"GO:0000107,GO:0003674,GO:0003824,GO:0016740,GO:0016757,GO:0016763"	"-"	"ko:K02500"	"ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230"	"M00026"	"R04558"	"RC00010,RC01190,RC01943"	"ko00000,ko00001,ko00002,ko01000"	"-"	"-"	"iSB619.SA_RS14115"	"His_biosynth"
