# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "-t" "CDS,sRNA,tRNA,RNA" "-g" "Name" "-a" "../data/reference_sequences/WG_with_sRNAs_Staphylococcus_aureus_101588.gff3" "-o" "../data/rna_align/counttable.txt" "../data/rna_align/LND_0_rep1.fq.gz.bam" "../data/rna_align/LND_0_rep2.fq.gz.bam" "../data/rna_align/LND_0_rep3.fq.gz.bam" "../data/rna_align/LND_16_rep1.fq.gz.bam" "../data/rna_align/LND_16_rep2.fq.gz.bam" "../data/rna_align/LND_16_rep3.fq.gz.bam" "../data/rna_align/LND_8_rep1.fq.gz.bam" "../data/rna_align/LND_8_rep2.fq.gz.bam" "../data/rna_align/LND_8_rep3.fq.gz.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/rna_align/LND_0_rep1.fq.gz.bam	../data/rna_align/LND_0_rep2.fq.gz.bam	../data/rna_align/LND_0_rep3.fq.gz.bam	../data/rna_align/LND_16_rep1.fq.gz.bam	../data/rna_align/LND_16_rep2.fq.gz.bam	../data/rna_align/LND_16_rep3.fq.gz.bam	../data/rna_align/LND_8_rep1.fq.gz.bam	../data/rna_align/LND_8_rep2.fq.gz.bam	../data/rna_align/LND_8_rep3.fq.gz.bam
Sensor histidine protein kinase SaeS (exoprotein%0Aexpression protein S)	101588_1	140993	142048	-	1056	5961	5672	7208	5638	3452	5384	5812	3478	4908
Response regulator SaeR (Staphylococcus exoprotein%0Aexpression protein R)	101588_1	142048	142734	-	687	3337	2436	3003	2382	1519	2672	2458	1547	2039
7-carboxy-7-deazaguanine synthase	101588_1	144927	145640	-	714	243	237	249	386	322	323	397	336	326
6-carboxy-5%2C6%2C7%2C8-tetrahydropterin synthase	101588_1	145644	146063	-	420	82	69	51	132	127	130	151	117	130
7-cyano-7-deazaguanine synthase	101588_1	146065	146733	-	669	76	78	66	203	218	191	243	180	186
Para-aminobenzoate synthase%2C amidotransferase%0Acomponent	101588_1	147084	147677	+	594	121	86	85	55	39	38	45	45	37
Para-aminobenzoate synthase%2C aminase component%0ACDS	101588_1	147661	148812	+	1152	375	334	382	194	186	171	219	165	152
Aminodeoxychorismate lyase	101588_1	148812	149420	+	609	220	259	277	157	167	118	190	138	134
FIG025881: hypothetical protein in Ammonia%0Aconversion cluster	101588_1	149486	149692	+	207	69	55	45	37	46	36	41	56	72
Allophanate hydrolase 2 subunit 1	101588_1;101588_2	149779;213982	150489;214716	+;+	1446	908	1136	1035	847	668	605	981	738	715
Allophanate hydrolase 2 subunit 2	101588_1;101588_2	150473;214706	151477;215716	+;+	2016	1184	1273	1275	1155	1041	908	1403	1030	938
Lipoteichoic acid synthase LtaS Type Ib	101588_1	151951	153891	+	1941	12347	14074	12857	16317	15084	8201	19312	15766	13551
Bis-ABC ATPase Uup	101588_1	154168	156045	+	1878	1144	1500	1549	1910	1568	1671	2008	1644	1750
ATP-dependent DNA helicase RecQ	101588_1	156057	157838	+	1782	1553	1955	1820	2684	2365	1973	2824	2400	2392
Glycine betaine ABC transport system%2C ATP-binding%0Aprotein OpuAA	101588_1	158059	159036	+	978	1992	1843	1858	739	611	892	841	580	619
Glycine betaine ABC transport system%2C permease%0Aprotein OpuAB / Glycine betaine ABC transport system%2C%0Aglycine betaine-binding protein OpuAC	101588_1	159029	160543	+	1515	2951	2881	2747	1820	1449	1592	1926	1436	1379
Biosynthetic Aromatic amino acid aminotransferase%0Abeta	101588_1	160783	161841	+	1059	821	793	807	746	643	941	843	629	714
Putative 5'(3')-deoxyribonucleotidase	101588_1	162000	162542	+	543	1306	1359	1228	1296	1203	996	1519	1264	1147
Transcription regulator [contains diacylglycerol%0Akinase catalytic domain]	101588_1;101588_7	163279;97301	164196;98248	-;+	1866	3370	3388	3409	3689	3141	1605	4131	2991	2943
Di-tripeptide/cation symporter DtpT	101588_1	164466	165971	-	1506	9462	9090	8778	7167	5955	5192	8262	5863	5705
NADPH-dependent 7-cyano-7-deazaguanine reductase%0ACDS	101588_1	166311	166811	-	501	329	364	323	421	444	223	566	469	460
Permease of the drug/metabolite transporter (DMT)%0Asuperfamily	101588_1	166831	167697	-	867	526	486	446	638	633	466	811	641	608
Ribonucleotide reduction protein NrdI	101588_1	168499	168897	+	399	1540	1827	1814	2045	1501	2030	2006	1502	1597
Ribonucleotide reductase of class Ib (aerobic)%2C%0Aalpha subunit	101588_1	168860	170965	+	2106	13073	13826	12352	18198	14587	14781	19165	14972	14202
Ribonucleotide reductase of class Ib (aerobic)%2C%0Abeta subunit	101588_1	171085	172056	+	972	6626	8593	7411	9606	7188	4465	10888	7828	8220
Iron compound ABC uptake transporter permease%0Aprotein	101588_1;101588_1	172426;173384	173397;174340	+;+	1915	286	238	224	199	242	196	297	306	197
Iron compound ABC uptake transporter ATP-binding%0Aprotein	101588_1	174337	175098	+	762	94	111	126	117	105	68	139	99	88
Iron compound ABC uptake transporter%0Asubstrate-binding protein	101588_1	175217	176245	+	1029	587	709	544	402	377	133	495	414	367
UDP-N-acetylenolpyruvoylglucosamine reductase	101588_1	176894	177817	-	924	1711	1729	1552	949	925	1168	1174	992	842
Uncharacterized protein YtxJ	101588_1	179614	179934	+	321	1106	1517	1304	1853	1825	454	2093	1790	1729
Glycerate kinase	101588_1;101588_5	180359;66748	181483;67890	+;+	2268	1968	2385	2075	2104	1797	1996	2322	1811	1828
Tripeptide aminopeptidase	101588_1	181678	182904	-	1227	2717	2763	2467	1561	1419	854	1925	1563	1383
GGDEF domain protein	101588_1	184387	185457	-	1071	1186	1219	1117	1977	2115	2036	2432	2082	1722
Undecaprenyl-phosphate alpha-N-acetylglucosaminyl%0A1-phosphate transferase	101588_1	185775	186830	+	1056	1000	942	908	737	619	438	904	745	656
FIG000605: protein co-occurring with transport%0Asystems (COG1739)	101588_1	186994	187635	-	642	606	622	599	221	173	202	274	218	194
FIG005590: DegV family protein	101588_1	187779	188645	+	867	1549	1683	1575	2076	1868	954	2247	1703	1756
ComF operon protein A%2C DNA transporter ATPase	101588_1	189009	190091	+	1083	30	49	53	89	84	76	109	80	83
Competence protein F homolog%2C%0Aphosphoribosyltransferase domain%3B protein YhgH required%0Afor utilization of DNA as sole source of carbon and energy%0ACDS	101588_1	190084	190758	+	675	81	92	91	94	70	50	100	65	58
Ribosome hibernation promoting factor Hpf	101588_1	190819	191391	+	573	9213	10417	11350	4039	2856	1621	4125	2608	2724
Protein translocase subunit SecA	101588_1	191805	194336	+	2532	9182	11029	9921	7516	6487	5096	9060	6920	6508
Peptide chain release factor 2 @ programmed%0Aframeshift-containing	101588_1	194770	195762	+	993	957	1129	1063	1006	849	1221	1097	934	889
LysM domain protein	101588_1	196368	197207	+	840	748	1084	924	1107	1090	1592	1419	1107	1112
Nucleotidase YfbR%2C HD superfamily	101588_1	197381	198031	+	651	779	787	931	334	251	105	326	247	329
Excinuclease ABC subunit B	101588_1	198533	200518	+	1986	1839	2126	1860	1356	1225	1061	1607	1267	1191
Excinuclease ABC subunit A	101588_1	200526	203372	+	2847	3670	4151	3789	3418	3039	2689	3999	3006	2923
HPr kinase/phosphorylase	101588_1	203982	204914	+	933	1721	2041	2218	1335	1149	871	1496	1136	1123
Prolipoprotein diacylglyceryl transferase	101588_1	204920	205759	+	840	1368	1374	1297	839	749	376	1033	834	735
Putative acetyltransferase YvoF	101588_1	205767	206252	+	486	692	722	669	506	483	224	593	485	398
TPR domain protein	101588_1	206260	207699	+	1440	1723	1658	1589	1773	1630	849	1922	1678	1463
Thioredoxin reductase	101588_1;101588_2;101588_5	207766;381359;3750	208701;382345;4784	+;+;-	2958	6608	7023	7118	4295	3701	1971	4973	3875	3773
RNase adapter protein RapZ	101588_1	209469	210380	+	912	1639	1912	1858	1910	1616	1079	2275	1663	1712
FIG002813: LPPG:FO 2-phospho-L-lactate transferase%0Alike%2C CofD-like	101588_1	210377	211372	+	996	2724	2770	2692	3813	3105	2383	4257	3200	3291
Sporulation transcription regulator WhiA	101588_1	211481	212425	+	945	1821	2358	2303	4300	3598	2247	4787	3344	3644
tRNA-Arg-CCG	101588_1	212736	212807	-	72	30	49	50	35	38	29	57	31	29
ATP-dependent Clp protease proteolytic subunit%0AClpP	101588_1	212995	213582	+	588	5912	7580	7563	2859	2449	962	4050	2520	2639
Malolactic enzyme	101588_1	213765	215399	+	1635	690	930	745	707	658	534	816	641	582
Cell division inhibitor Slr1223 (YfcH in EC)%2C%0Acontains epimerase/dehydratase and DUF1731 domains	101588_1	215606	216508	-	903	407	417	417	751	543	738	752	558	570
Central glycolytic genes regulator	101588_1	218615	219628	+	1014	8481	9857	9505	8406	7533	6001	10654	7013	7325
NAD-dependent glyceraldehyde-3-phosphate%0Adehydrogenase	101588_1	219681	220691	+	1011	21704	22703	22084	14984	13121	11687	16668	12130	11895
Phosphoglycerate kinase	101588_1	220830	222020	+	1191	8184	8504	8283	6990	6176	7914	7505	5601	5516
Triosephosphate isomerase	101588_1	222142	222903	+	762	5820	6300	6297	5885	5139	6015	6185	4723	4794
2%2C3-bisphosphoglycerate-independent%0Aphosphoglycerate mutase	101588_1	222906	224423	+	1518	8752	9026	8804	8053	7352	7623	8807	7072	6562
Enolase	101588_1	224553	225857	+	1305	46749	44976	44571	19592	16883	10242	22171	16161	15825
Protein translocase membrane subunit SecG	101588_1	226721	226954	+	234	1574	1940	1702	2956	3019	1491	3457	3069	2522
Carboxyesterase precursor-like protein	101588_1	227083	227823	+	741	920	1055	914	3877	4063	3145	3809	3839	3165
3'-to-5' exoribonuclease RNase R	101588_1	227857	230229	+	2373	5714	6344	5971	20990	21335	17391	21782	19798	17302
tmRNA-binding protein SmpB	101588_1	230251	230715	+	465	946	1046	940	3144	3166	2403	3365	3047	2694
Hypothetical SAV0808 homolog%2C near pathogenicity%0Aislands SaPI att-site	101588_1	232501	233229	-	729	1281	2075	1657	288	291	147	359	304	247
Clumping factor ClfA%2C fibrinogen-binding protein%0ACDS	101588_1	235292	238123	+	2832	13145	14884	15169	24107	20217	25722	28054	19455	21587
Secreted von Willebrand factor-binding protein%0AVWbp	101588_1	238344	239858	+	1515	92	104	93	151	114	158	117	123	102
Extracellular ECM and plasma binding protein Emp%0ACDS	101588_1	240209	241135	+	927	177	124	164	138	103	144	171	109	136
Hypothetical protein%2C similarity with von%0AWillebrand factor-binding VWbp	101588_1	241469	241951	+	483	126	136	164	132	100	135	146	102	125
Phage-encoded chromosome degrading nuclease YokF%0ACDS	101588_1	242292	242978	+	687	9790	9328	13518	4449	3443	4266	4318	3620	4311
Cold shock protein of CSP family	101588_1;101588_2;101588_4;101588_14	243335;490501;164908;1129	243535;490701;165108;1329	+;+;+;-	804	43553	71316	59880	48305	43616	12251	50826	38718	38140
Phosphoglycerate mutase family protein	101588_1;101588_3	246919;83208	247500;83789	+;-	1164	1385	1570	1786	1219	970	630	1431	995	1341
Putative amino-acid transporter YisU%2C LysE family%0ACDS	101588_1	247573	248190	-	618	555	550	540	459	398	271	562	436	460
Organic hydroperoxide resistance protein	101588_1;101588_2	249232;97956	249654;98402	-;-	870	1900	1773	1849	1256	955	739	1323	934	951
3-dehydroquinate dehydratase I	101588_1	249802	250518	+	717	327	333	338	313	265	190	360	251	238
Putative nitroreductase family protein SACOL0874%0ACDS	101588_1	250601	251140	+	540	1086	1357	1473	1268	1091	383	1506	1050	1069
Thioredoxin-like protein YdbP	101588_1	251290	251610	-	321	1845	1977	1772	489	352	189	540	437	481
FIG138056: a glutathione-dependent thiol reductase%0ACDS	101588_1	251754	252110	+	357	4861	4384	4532	2204	1666	548	2279	1755	1759
Glycine cleavage system H protein	101588_1	252268	252648	+	381	25031	31716	30899	10821	8733	1792	12019	8916	8743
FIG01108697: hypothetical protein	101588_1	252713	252826	+	114	89	75	91	56	51	14	70	56	43
Toprim domain protein	101588_1	254405	254794	+	390	546	549	565	765	619	277	917	575	651
Thioredoxin	101588_1;101588_1;101588_5	254787;519451;174344	255083;519765;174688	+;+;-	957	9824	10843	10012	3198	2683	695	4059	2973	3139
Methionine ABC transporter ATP-binding protein%0ACDS	101588_1;101588_3	255333;23043	256358;24068	+;-	2052	566	767	756	696	662	666	939	611	623
Methionine ABC transporter permease protein	101588_1;101588_3	256351;22380	257046;23039	+;-	1356	269	296	271	300	268	279	373	267	256
Methionine ABC transporter substrate-binding%0Aprotein	101588_1;101588_3	257064;21501	257885;22343	+;-	1665	589	708	719	946	874	869	1029	816	941
FIG028593: membrane protein	101588_1	259121	259972	-	852	238	283	197	269	265	193	370	316	276
Iron-sulfur cluster assembly ATPase protein SufC%0ACDS	101588_1	260300	261061	+	762	5841	6909	6494	8634	7562	6303	9108	7089	6856
Iron-sulfur cluster assembly protein SufD	101588_1	261160	262467	+	1308	7781	7533	6794	10953	10241	9528	12014	10192	8729
Cysteine desulfurase %3D> SufS	101588_1	262582	263823	+	1242	6240	6422	5886	11107	10443	7943	12474	10212	9243
Putative iron-sulfur cluster assembly scaffold%0Aprotein for SUF system%2C SufE2	101588_1	263813	264277	+	465	2243	2560	2310	4729	4275	3225	5137	4283	3767
Iron-sulfur cluster assembly protein SufB	101588_1	264428	265825	+	1398	9218	9671	8669	14077	13489	8279	15748	12974	11954
Putative oxidoreductase YrpB%2C nitronate%0Amonooxygenase family	101588_1	267894	268961	+	1068	1261	1261	1334	1076	885	1122	1241	765	916
UPF0759 protein YunF	101588_1	269304	270152	+	849	1079	1337	1159	606	565	551	806	638	600
UPF0721 transmembrane protein YunE	101588_1	270165	270992	+	828	529	555	544	304	309	259	401	326	252
5'-nucleotidase family protein in cluster with%0ANagD-like phosphatase	101588_1	271019	272338	+	1320	874	893	839	705	610	562	792	584	657
Lipoyl synthase	101588_1	272422	273339	+	918	5349	6163	5727	5126	4938	2753	5760	4618	4813
Hypothetical DUF1027 domain protein	101588_1	273469	273852	+	384	475	598	509	361	356	150	416	338	304
BH3430 unknown conserved protein	101588_1	274295	274729	+	435	1038	1208	1163	393	319	154	433	345	339
Hypothetical NagD-like phosphatase	101588_1	274729	275508	+	780	1372	1342	1247	558	453	258	713	554	502
Glyoxylate reductase @ Glyoxylate reductase @%0AHydroxypyruvate reductase	101588_1;101588_6	275542;67045	276501;67998	+;-	1914	7634	8083	7928	7542	6285	5674	7915	5979	5834
Component involved in D-alanylation of teichoic%0Aacids	101588_1	276913	277065	+	153	885	1119	1214	1978	1600	2058	2310	1665	1948
D-alanine--poly(phosphoribitol) ligase subunit 1%0ACDS	101588_1	277081	278538	+	1458	9040	9545	9496	14328	12323	14676	16522	13340	13501
D-alanyl transfer protein DltB	101588_1	278535	279749	+	1215	6953	6724	6410	7758	7088	6157	9745	8333	7725
D-alanine--poly(phosphoribitol) ligase ACP subunit%0ACDS	101588_1	279767	280003	+	237	1695	1965	1894	2086	1804	1678	2487	2108	2139
Poly(glycerophosphate chain) D-alanine transfer%0Aprotein DltD	101588_1	280000	281175	+	1176	8832	10055	9078	8707	8163	6221	11012	9059	9305
NifU-like domain protein	101588_1	281438	281680	-	243	2217	2677	2487	778	606	402	1007	702	728
YuzD-like protein	101588_1	281781	282104	+	324	673	954	901	300	267	166	390	296	294
Type 2 NADH dehydrogenase	101588_1	282164	283228	-	1065	3384	3546	3425	2053	1655	1863	2410	1903	1757
Uncharacterized protein SufA	101588_1	283794	284153	+	360	540	568	491	376	359	155	440	369	344
NADH dehydrogenase	101588_1	284607	285815	+	1209	15587	16808	14838	10201	8971	3044	11314	9386	7931
Cytosol aminopeptidase PepA	101588_1	285946	287421	+	1476	2049	2231	2269	635	570	245	657	585	527
Histidine permease YuiF	101588_1	287832	289148	+	1317	345	377	350	672	687	460	727	725	575
1%2C4-dihydroxy-2-naphthoyl-CoA hydrolase in%0Amenaquinone biosynthesis	101588_1	289167	289541	+	375	251	271	297	271	281	164	339	306	254
Peptidyl-prolyl cis-trans isomerase	101588_1	297354	297947	+	594	5707	5739	5138	1850	1633	645	2215	1676	1541
General stress protein 13	101588_1	298363	298740	+	378	1068	1811	1879	951	786	322	988	769	864
Putative NADH-dependent flavin oxidoreductase	101588_1	299101	300228	+	1128	2576	2947	2857	1283	1006	912	1331	916	1046
Ornithine aminotransferase	101588_1;101588_3	300536;289559	301726;290743	+;+	2376	16101	16694	15308	8082	7066	7013	8963	7638	6682
NAD-specific glutamate dehydrogenase	101588_1	301835	303079	+	1245	29224	31900	28517	23382	20914	14518	26073	21235	19301
Glycerophosphoryl diester phosphodiesterase%0Aperiplasmic (secreted in GramPositives)	101588_1	303666	304595	-	930	5003	4538	5517	3251	2469	3889	3774	2688	3121
Argininosuccinate lyase	101588_1	304837	306216	-	1380	140	145	136	180	163	184	264	201	193
Argininosuccinate synthase	101588_1	306206	307411	-	1206	74	80	66	84	87	84	76	65	62
Glucose-6-phosphate isomerase	101588_1	307762	309093	+	1332	13100	13022	13355	3939	3001	1624	4271	3134	2984
Signal peptidase I	101588_1;101588_1	309998;310538	310522;311113	+;+	1101	2061	2585	2185	1921	1663	454	2068	1692	1558
ATP-dependent helicase/nuclease AddAB%2C subunit B%0ACDS	101588_1	311273	314749	+	3477	2386	2620	2364	1721	1503	1300	1839	1598	1399
ATP-dependent helicase/nuclease AddAB%2C subunit A%0ACDS	101588_1	314750	318403	+	3654	2780	2743	2796	2834	2345	2397	2971	2512	2409
Fumarylacetoacetate hydrolase family protein	101588_1	318569	319471	+	903	8875	9263	9283	5493	4041	2996	5577	4208	4248
Uncharacterized protein UPF0344	101588_1	319798	320187	+	390	479	549	580	1136	1059	547	1282	1060	905
putative transposon integrase%3B Tn916 ORF3-like%0ACDS	101588_1	320452	321669	-	1218	6965	8296	8378	8376	7860	5998	10555	7996	7909
putative transposon excisionase%3B Tn916 ORF1-like%0ACDS	101588_1	321751	321954	-	204	10	9	13	7	10	13	14	8	9
FIG00630611: hypothetical protein	101588_1	323569	323922	+	354	2507	3285	3191	2008	1895	1123	2598	1995	1875
Tetracycline resistance%2C ribosomal protection type%0A%3D> Tet(M)	101588_1	324268	326187	-	1920	343	443	405	1872	1686	1345	2072	1761	1749
lipoprotein%2C NLP/P60 family	101588_1	327493	328494	-	1002	18	17	24	27	26	60	32	12	31
FIG00627334: hypothetical protein	101588_1	330671	333118	-	2448	570	802	669	633	615	1056	844	572	624
Tn916%2C hypothetical protein	101588_1	333102	333494	-	393	8	8	7	4	6	30	20	14	10
Antirestriction protein	101588_1	333583	334080	-	498	8	6	7	14	11	31	21	11	13
FIG086557: Conjugation related protein	101588_1	334197	334418	-	222	0	4	2	5	2	13	5	2	9
Tn916%2C transcriptional regulator%2C putative	101588_1	334461	335666	-	1206	14	13	11	14	21	27	20	15	26
FtsK/SpoIIIE family protein	101588_1;101588_2	335844;67806	337229;71630	-;+	5211	6969	8270	7255	11383	10429	12604	11986	10174	9115
FIG00627241: hypothetical protein	101588_1	337660	337974	-	315	6	0	3	6	2	5	2	3	0
Transposase%2C IS4 family	101588_1;101588_1;101588_2;101588_2;101588_6;101588_15;101588_28	338343;338984;504040;509484;16012;2;3	338654;339160;504222;510308;16146;349;1211	-;-;-;-;+;-;+	3189	293	321	319	188	175	175	272	204	188
CoA-disulfide reductase	101588_1	339545	340861	-	1317	6440	6607	6993	3735	3025	4488	4219	3158	3340
FIG002540: Haloacid dehalogenase-like hydrolase%0ACDS	101588_1	340913	341737	-	825	1657	1831	1639	613	610	783	888	720	650
PaaD-like protein (DUF59) involved in Fe-S cluster%0Aassembly	101588_1	341851	342159	+	309	4031	4376	4055	1656	1332	653	1963	1548	1534
Putative O-acetyltransferase SAS0844	101588_1	342757	344571	+	1815	235	275	266	171	199	94	353	149	179
Chaperone protein ClpB (ATP-dependent unfoldase)%0ACDS	101588_1	344774	347383	+	2610	5669	15736	13667	5210	7234	6039	14926	8702	6969
Transcriptional regulator%2C LysR family	101588_1;101588_6	347442;36723	348311;37607	-;-	1755	379	425	404	170	153	180	215	171	169
Phospholipid-binding protein YxkA	101588_1	348442	348957	+	516	16	18	17	17	19	17	26	17	12
Similar to cell surface protein Map-w	101588_1	349268	349702	+	435	2547	2196	2725	909	602	335	911	535	593
3-oxoacyl-[acyl-carrier-protein] synthase%2C KASIII%0ACDS	101588_1	350439	351380	+	942	7685	9083	8232	4047	3658	3732	4830	3937	3651
3-oxoacyl-[acyl-carrier-protein] synthase%2C KASII%0ACDS	101588_1	351392	352636	+	1245	11749	14570	13258	8575	7783	8362	10418	8133	7669
Oligopeptide ABC transporter%2C permease protein%0AOppB (TC 3.A.1.5.1)	101588_1;101588_1	353305;359207	354231;360109	+;+	1830	1267	1300	1144	1100	999	887	1155	1007	903
Oligopeptide ABC transporter%2C permease protein%0AOppC (TC 3.A.1.5.1)	101588_1;101588_1	354231;360099	355301;361118	+;+	2091	1027	1180	1050	1009	1028	982	1116	1020	923
Oligopeptide ABC transporter%2C ATP-binding protein%0AOppD (TC 3.A.1.5.1)	101588_1;101588_1	355317;361131	356399;362213	+;+	2166	1014	1247	1147	1632	1461	1966	1765	1535	1484
Oligopeptide ABC transporter%2C ATP-binding protein%0AOppF (TC 3.A.1.5.1)	101588_1;101588_1	356389;362203	357330;363129	+;+	1869	1087	1208	1137	1562	1403	1653	1722	1524	1304
Oligopeptide ABC transporter%2C substrate-binding%0Aprotein OppA (TC 3.A.1.5.1)	101588_1;101588_1	357349;363157	359004;364779	+;+	3279	2678	3311	3170	4984	4671	4615	5324	4661	4238
Tryptophanyl-tRNA synthetase	101588_1	364899	365888	-	990	5261	6474	6613	5009	4095	2773	5293	3865	4234
Regulatory protein Spx	101588_1	366183	366578	+	396	32893	43956	41120	65001	58579	42070	67406	53137	49198
ClpCP protease substrate adapter protein MecA	101588_1	366949	367668	+	720	3600	4564	4699	3548	2892	1057	3582	2556	2939
Competence protein CoiA	101588_1	367789	368775	+	987	34	38	35	23	34	23	31	33	39
Oligoendopeptidase F	101588_1	368823	370631	+	1809	10487	10156	10536	1507	1174	1221	1829	1328	1384
FIG00002411: Thioredoxin-fold protein	101588_1	371091	371897	-	807	1278	1386	1182	512	476	310	634	469	475
Hemoglobin-like protein HbO	101588_1	371920	372285	-	366	132	155	124	38	31	17	49	33	36
Adenylate cyclase	101588_1	372389	372982	-	594	907	685	602	179	163	74	197	171	192
UPF0738 protein YjbL	101588_1	373168	373515	+	348	922	992	1017	515	420	278	509	431	419
GTP pyrophosphokinase	101588_1;101588_5	373532;145800	374167;146492	+;-	1329	3780	3877	3971	2737	2320	1683	2839	2477	2496
NAD kinase	101588_1	374184	374993	+	810	1984	2073	1923	1657	1448	1143	1749	1404	1319
Similar to ribosomal large subunit pseudouridine%0Asynthase D%2C Bacillus subtilis YjbO type	101588_1	374990	375844	+	855	577	542	512	600	458	464	620	524	483
Mg/Co/Ni transporter MgtE%2C CBS domain-containing%0ACDS	101588_1	375865	377250	+	1386	905	909	857	973	850	625	1109	877	865
FIG01110181: hypothetical protein	101588_1	379172	379288	+	117	169	184	164	209	197	102	227	184	146
Enoyl-[acyl-carrier-protein] reductase [NADH]	101588_1	379382	380152	+	771	8076	9195	8278	5123	4618	2088	5734	4678	4493
UPF0118 membrane protein SAV1012	101588_1	380349	381434	-	1086	4867	4464	4108	2402	1965	1641	2561	2107	2015
Putative sodium/proton-dependent alanine carrier%0Aprotein YrbD	101588_1	381776	383344	+	1569	144	174	148	87	100	64	107	89	95
Putative acetyl esterase YjcH	101588_1	383486	384244	+	759	748	799	714	733	638	445	813	629	610
2H phosphoesterase superfamily protein Bsu1186%0A(yjcG)	101588_1	384438	384947	+	510	10759	10892	10282	4370	3826	3361	4921	4054	3505
